type;start_date;zipcode;visitation_sum;year
indoor;2020-04-01;77020;103633;2020
indoor;2020-04-01;77021;3880;2020
indoor;2020-04-01;77022;21519;2020
indoor;2020-04-01;77023;3828;2020
indoor;2020-04-01;77024;50555;2020
indoor;2020-04-01;77025;8636;2020
indoor;2020-04-01;77026;1324;2020
indoor;2020-04-01;77027;424829;2020
indoor;2020-04-01;77028;2403;2020
indoor;2020-04-01;77029;883;2020
indoor;2020-04-01;77030;129248;2020
indoor;2020-04-01;77031;4489;2020
indoor;2020-04-01;77032;3481;2020
indoor;2020-04-01;77033;0;2020
indoor;2020-04-01;77034;21914;2020
indoor;2020-04-01;77035;3857;2020
indoor;2020-04-01;77036;15803;2020
indoor;2020-04-01;77037;12020;2020
indoor;2020-04-01;77038;0;2020
indoor;2020-04-01;77039;417;2020
indoor;2020-04-01;77040;25697;2020
indoor;2020-04-01;77041;19673;2020
indoor;2020-04-01;77042;22175;2020
indoor;2020-04-01;77043;34803;2020
indoor;2020-04-01;77044;3069;2020
indoor;2020-04-01;77045;1307;2020
indoor;2020-04-01;77046;3180;2020
indoor;2020-04-01;77047;280;2020
indoor;2020-04-01;77048;16;2020
indoor;2020-04-01;77049;0;2020
indoor;2020-04-01;77050;0;2020
indoor;2020-04-01;77051;0;2020
indoor;2020-04-01;77053;192;2020
indoor;2020-04-01;77054;915752;2020
indoor;2020-04-01;77055;18187;2020
indoor;2020-04-01;77056;35044;2020
indoor;2020-04-01;77057;62737;2020
indoor;2020-04-01;77058;20037;2020
indoor;2020-04-01;77059;3993;2020
indoor;2020-04-01;77060;12422;2020
indoor;2020-04-01;77061;5820;2020
indoor;2020-04-01;77062;10615;2020
indoor;2020-04-01;77063;92479;2020
indoor;2020-04-01;77064;5422;2020
indoor;2020-04-01;77065;60733;2020
indoor;2020-04-01;77066;8389;2020
indoor;2020-04-01;77067;4678;2020
indoor;2020-04-01;77068;23704;2020
indoor;2020-04-01;77069;1383;2020
indoor;2020-04-01;77070;34658;2020
indoor;2020-04-01;77071;520;2020
indoor;2020-04-01;77072;6370;2020
indoor;2020-04-01;77073;14227;2020
indoor;2020-04-01;77074;20458;2020
indoor;2020-04-01;77075;2191;2020
indoor;2020-04-01;77076;830;2020
indoor;2020-04-01;77077;23610;2020
indoor;2020-04-01;77078;4416;2020
indoor;2020-04-01;77079;59043;2020
indoor;2020-04-01;77080;7241;2020
indoor;2020-04-01;77081;26014;2020
indoor;2020-04-01;77082;114944;2020
indoor;2020-04-01;77083;5385;2020
indoor;2020-04-01;77084;23268;2020
indoor;2020-04-01;77085;99;2020
indoor;2020-04-01;77086;1023;2020
indoor;2020-04-01;77087;13449;2020
indoor;2020-04-01;77088;5056;2020
indoor;2020-04-01;77089;7650;2020
indoor;2020-04-01;77090;22743;2020
indoor;2020-04-01;77091;4065;2020
indoor;2020-04-01;77092;8747;2020
indoor;2020-04-01;77093;396;2020
indoor;2020-04-01;77094;1809;2020
indoor;2020-04-01;77095;19605;2020
indoor;2020-04-01;77096;5764;2020
indoor;2020-04-01;77098;7117;2020
indoor;2020-04-01;77099;592049;2020
indoor;2020-05-01;77002;405854;2020
indoor;2020-05-01;77003;48959;2020
indoor;2020-05-01;77004;31943;2020
indoor;2020-05-01;77005;598663;2020
indoor;2020-05-01;77006;88550;2020
indoor;2020-05-01;77007;171677;2020
indoor;2020-05-01;77008;162569;2020
indoor;2020-05-01;77009;29597;2020
indoor;2020-05-01;77010;0;2020
indoor;2020-05-01;77011;0;2020
indoor;2020-05-01;77012;7667;2020
indoor;2020-05-01;77013;28;2020
indoor;2020-05-01;77014;73639;2020
indoor;2020-05-01;77015;30439;2020
indoor;2020-05-01;77016;1732;2020
indoor;2020-05-01;77017;7621;2020
indoor;2020-05-01;77018;29531;2020
indoor;2020-05-01;77019;275609;2020
indoor;2020-05-01;77020;5880757;2020
indoor;2020-05-01;77021;7124;2020
indoor;2020-05-01;77022;33241;2020
indoor;2020-05-01;77023;7205;2020
indoor;2020-05-01;77024;193561;2020
indoor;2020-05-01;77025;19422;2020
indoor;2020-05-01;77026;830;2020
indoor;2020-05-01;77027;621119;2020
indoor;2020-05-01;77028;2997;2020
indoor;2020-05-01;77029;7800;2020
indoor;2020-05-01;77030;390060;2020
indoor;2020-05-01;77031;14635;2020
indoor;2020-05-01;77032;6775;2020
indoor;2020-05-01;77033;0;2020
indoor;2020-05-01;77034;107430;2020
indoor;2020-05-01;77035;4712;2020
indoor;2020-05-01;77036;59470;2020
indoor;2020-05-01;77037;22183;2020
indoor;2020-05-01;77038;0;2020
indoor;2020-05-01;77039;1239;2020
indoor;2020-05-01;77040;81746;2020
indoor;2020-05-01;77041;33997;2020
indoor;2020-05-01;77042;176672;2020
indoor;2020-05-01;77043;262682;2020
indoor;2020-05-01;77044;5514;2020
indoor;2020-05-01;77045;895;2020
indoor;2020-05-01;77046;3602;2020
indoor;2020-05-01;77047;235;2020
indoor;2020-05-01;77048;66;2020
indoor;2020-05-01;77049;0;2020
indoor;2020-05-01;77050;0;2020
indoor;2020-05-01;77051;0;2020
indoor;2020-05-01;77053;462;2020
indoor;2020-05-01;77054;5786833;2020
indoor;2020-05-01;77055;53322;2020
indoor;2020-05-01;77056;278037;2020
indoor;2020-05-01;77057;140328;2020
indoor;2020-05-01;77058;74426;2020
indoor;2020-05-01;77059;23765;2020
indoor;2020-05-01;77060;9490;2020
indoor;2020-05-01;77061;11934;2020
indoor;2020-05-01;77062;33233;2020
indoor;2020-05-01;77063;236075;2020
indoor;2020-05-01;77064;16318;2020
indoor;2020-05-01;77065;206458;2020
indoor;2020-05-01;77066;19729;2020
indoor;2020-05-01;77067;4136;2020
indoor;2020-05-01;77068;248664;2020
indoor;2020-05-01;77069;10698;2020
indoor;2020-05-01;77070;137500;2020
indoor;2020-05-01;77071;16736;2020
indoor;2020-05-01;77072;22419;2020
indoor;2020-05-01;77073;34348;2020
indoor;2020-05-01;77074;45505;2020
indoor;2020-05-01;77075;6735;2020
indoor;2020-05-01;77076;2752;2020
indoor;2020-05-01;77077;46350;2020
indoor;2020-05-01;77078;3049;2020
indoor;2020-05-01;77079;148453;2020
indoor;2020-05-01;77080;12044;2020
indoor;2020-05-01;77081;57298;2020
indoor;2020-05-01;77082;215359;2020
indoor;2020-05-01;77083;14137;2020
indoor;2020-05-01;77084;36596;2020
indoor;2020-05-01;77085;132;2020
indoor;2020-05-01;77086;1683;2020
indoor;2020-05-01;77087;25894;2020
indoor;2020-05-01;77088;8887;2020
indoor;2020-05-01;77089;50277;2020
indoor;2020-05-01;77090;93427;2020
indoor;2020-05-01;77091;2850;2020
indoor;2020-05-01;77092;44638;2020
indoor;2020-05-01;77093;1608;2020
indoor;2020-05-01;77094;3371;2020
indoor;2020-05-01;77095;75235;2020
indoor;2020-05-01;77096;20593;2020
indoor;2020-05-01;77098;21059;2020
indoor;2020-05-01;77099;793609;2020
indoor;2020-06-01;77002;465001;2020
indoor;2020-06-01;77003;60117;2020
indoor;2020-06-01;77004;97758;2020
indoor;2020-06-01;77005;1068059;2020
indoor;2020-06-01;77006;138036;2020
indoor;2020-06-01;77007;247626;2020
indoor;2020-06-01;77008;225925;2020
indoor;2020-06-01;77009;36106;2020
indoor;2020-06-01;77010;0;2020
indoor;2020-06-01;77011;0;2020
indoor;2020-06-01;77012;12621;2020
indoor;2020-06-01;77013;392;2020
indoor;2020-06-01;77014;58044;2020
indoor;2020-06-01;77015;45427;2020
indoor;2020-06-01;77016;1433;2020
indoor;2020-06-01;77017;7527;2020
indoor;2020-06-01;77018;80328;2020
indoor;2020-06-01;77019;403169;2020
indoor;2020-06-01;77020;536115;2020
indoor;2020-06-01;77021;7382;2020
indoor;2020-06-01;77022;38723;2020
indoor;2020-06-01;77023;11296;2020
indoor;2020-06-01;77024;383776;2020
indoor;2020-06-01;77025;19551;2020
indoor;2020-06-01;77026;2206;2020
indoor;2020-06-01;77027;650622;2020
indoor;2020-06-01;77028;4512;2020
indoor;2020-06-01;77029;36498;2020
indoor;2020-06-01;77030;1151308;2020
indoor;2020-06-01;77031;26153;2020
indoor;2020-06-01;77032;28176;2020
indoor;2020-06-01;77033;0;2020
indoor;2020-06-01;77034;110996;2020
indoor;2020-06-01;77035;3243;2020
indoor;2020-06-01;77036;92430;2020
indoor;2020-06-01;77037;31168;2020
indoor;2020-06-01;77038;0;2020
indoor;2020-06-01;77039;856;2020
indoor;2020-06-01;77040;193481;2020
indoor;2020-06-01;77041;90047;2020
indoor;2020-06-01;77042;324492;2020
indoor;2020-06-01;77043;2998967;2020
indoor;2020-06-01;77044;7544;2020
indoor;2020-06-01;77045;1239;2020
indoor;2020-06-01;77046;4998;2020
indoor;2020-06-01;77047;1892;2020
indoor;2020-06-01;77048;94;2020
indoor;2020-06-01;77049;0;2020
indoor;2020-06-01;77050;0;2020
indoor;2020-06-01;77051;0;2020
indoor;2020-06-01;77053;1274;2020
indoor;2020-06-01;77054;1626710;2020
indoor;2020-06-01;77055;76028;2020
indoor;2020-06-01;77056;413618;2020
indoor;2020-06-01;77057;220768;2020
indoor;2020-06-01;77058;112564;2020
indoor;2020-06-01;77059;23327;2020
indoor;2020-06-01;77060;17694;2020
indoor;2020-06-01;77061;20724;2020
indoor;2020-06-01;77062;31219;2020
indoor;2020-06-01;77063;283048;2020
indoor;2020-06-01;77064;38381;2020
indoor;2020-06-01;77065;424095;2020
indoor;2020-06-01;77066;66371;2020
indoor;2020-06-01;77067;8295;2020
indoor;2020-06-01;77068;64533;2020
indoor;2020-06-01;77069;12551;2020
indoor;2020-06-01;77070;351947;2020
indoor;2020-06-01;77071;46313;2020
indoor;2020-06-01;77072;26552;2020
indoor;2020-06-01;77073;25898;2020
indoor;2020-06-01;77074;98502;2020
indoor;2020-06-01;77075;15889;2020
indoor;2020-06-01;77076;2609;2020
indoor;2020-06-01;77077;96845;2020
indoor;2020-06-01;77078;6112;2020
indoor;2020-06-01;77079;189299;2020
indoor;2020-06-01;77080;38079;2020
indoor;2020-06-01;77081;52006;2020
indoor;2020-06-01;77082;186542;2020
indoor;2020-06-01;77083;35061;2020
indoor;2020-06-01;77084;645033;2020
indoor;2020-06-01;77085;189;2020
indoor;2020-06-01;77086;3601;2020
indoor;2020-06-01;77087;23909;2020
indoor;2020-06-01;77088;5675;2020
indoor;2020-06-01;77089;64215;2020
indoor;2020-06-01;77090;190568;2020
indoor;2020-06-01;77091;9584;2020
indoor;2020-06-01;77092;92076;2020
indoor;2020-06-01;77093;1656;2020
indoor;2020-06-01;77094;9128;2020
indoor;2020-06-01;77095;174714;2020
indoor;2020-06-01;77096;71686;2020
indoor;2020-06-01;77098;40424;2020
indoor;2020-06-01;77099;673072;2020
indoor;2020-07-01;77002;360656;2020
indoor;2020-07-01;77003;50927;2020
indoor;2020-07-01;77004;60862;2020
indoor;2020-07-01;77005;928495;2020
indoor;2020-07-01;77006;142244;2020
indoor;2020-07-01;77007;221878;2020
indoor;2020-07-01;77008;190144;2020
indoor;2020-07-01;77009;35191;2020
indoor;2020-07-01;77010;0;2020
indoor;2020-07-01;77011;0;2020
indoor;2020-07-01;77012;9682;2020
indoor;2020-07-01;77013;990;2020
indoor;2020-07-01;77014;61800;2020
indoor;2020-07-01;77015;32044;2020
indoor;2020-07-01;77016;1252;2020
indoor;2020-07-01;77017;11768;2020
indoor;2020-07-01;77018;58787;2020
indoor;2020-07-01;77019;361548;2020
indoor;2020-07-01;77020;655672;2020
indoor;2020-07-01;77021;3002;2020
indoor;2020-07-01;77022;30110;2020
indoor;2020-07-01;77023;7513;2020
indoor;2020-07-01;77024;311392;2020
indoor;2020-07-01;77025;18356;2020
indoor;2020-07-01;77026;799;2020
indoor;2020-07-01;77027;634378;2020
indoor;2020-07-01;77028;1852;2020
indoor;2020-07-01;77029;24599;2020
indoor;2020-07-01;77030;624090;2020
indoor;2020-07-01;77031;19382;2020
indoor;2020-07-01;77032;13185;2020
indoor;2020-07-01;77033;0;2020
indoor;2020-07-01;77034;109828;2020
indoor;2020-07-01;77035;4752;2020
indoor;2020-07-01;77036;68484;2020
indoor;2020-07-01;77037;27153;2020
indoor;2020-07-01;77038;0;2020
indoor;2020-07-01;77039;976;2020
indoor;2020-07-01;77040;146398;2020
indoor;2020-07-01;77041;57756;2020
indoor;2020-07-01;77042;269799;2020
indoor;2020-07-01;77043;4218504;2020
indoor;2020-07-01;77044;10082;2020
indoor;2020-07-01;77045;1236;2020
indoor;2020-07-01;77046;2550;2020
indoor;2020-07-01;77047;7273;2020
indoor;2020-07-01;77048;18;2020
indoor;2020-07-01;77049;0;2020
indoor;2020-07-01;77050;0;2020
indoor;2020-07-01;77051;0;2020
indoor;2020-07-01;77053;516;2020
indoor;2020-07-01;77054;4428733;2020
indoor;2020-07-01;77055;76472;2020
indoor;2020-07-01;77056;363858;2020
indoor;2020-07-01;77057;200994;2020
indoor;2020-07-01;77058;219077;2020
indoor;2020-07-01;77059;29886;2020
indoor;2020-07-01;77060;29804;2020
indoor;2020-07-01;77061;22578;2020
indoor;2020-07-01;77062;21632;2020
indoor;2020-07-01;77063;151778;2020
indoor;2020-07-01;77064;51324;2020
indoor;2020-07-01;77065;396704;2020
indoor;2020-07-01;77066;53849;2020
indoor;2020-07-01;77067;5906;2020
indoor;2020-07-01;77068;112109;2020
indoor;2020-07-01;77069;15686;2020
indoor;2020-07-01;77070;340384;2020
indoor;2020-07-01;77071;31047;2020
indoor;2020-07-01;77072;23689;2020
indoor;2020-07-01;77073;20503;2020
indoor;2020-07-01;77074;87812;2020
indoor;2020-07-01;77075;10386;2020
indoor;2020-07-01;77076;1393;2020
indoor;2020-07-01;77077;79021;2020
indoor;2020-07-01;77078;9426;2020
indoor;2020-07-01;77079;160345;2020
indoor;2020-07-01;77080;39114;2020
indoor;2020-07-01;77081;52295;2020
indoor;2020-07-01;77082;149398;2020
indoor;2020-07-01;77083;34377;2020
indoor;2020-07-01;77084;749834;2020
indoor;2020-07-01;77085;48;2020
indoor;2020-07-01;77086;3118;2020
indoor;2020-07-01;77087;17463;2020
indoor;2020-07-01;77088;5355;2020
indoor;2020-07-01;77089;66682;2020
indoor;2020-07-01;77090;142140;2020
indoor;2020-07-01;77091;4736;2020
indoor;2020-07-01;77092;86644;2020
indoor;2020-07-01;77093;1623;2020
indoor;2020-07-01;77094;11498;2020
indoor;2020-07-01;77095;168811;2020
indoor;2020-07-01;77096;53141;2020
indoor;2020-07-01;77098;43826;2020
indoor;2020-07-01;77099;655090;2020
indoor;2020-08-01;77002;448456;2020
indoor;2020-08-01;77003;61778;2020
indoor;2020-08-01;77004;73567;2020
indoor;2020-08-01;77005;2009124;2020
indoor;2020-08-01;77006;269617;2020
indoor;2020-08-01;77007;232961;2020
indoor;2020-08-01;77008;209050;2020
indoor;2020-08-01;77009;33176;2020
indoor;2020-08-01;77010;0;2020
indoor;2020-08-01;77011;0;2020
indoor;2020-08-01;77012;8558;2020
indoor;2020-08-01;77013;174;2020
indoor;2020-08-01;77014;73568;2020
indoor;2020-08-01;77015;35196;2020
indoor;2020-08-01;77016;2308;2020
indoor;2020-08-01;77017;12321;2020
indoor;2020-08-01;77018;56957;2020
indoor;2020-08-01;77019;474441;2020
indoor;2020-08-01;77020;946139;2020
indoor;2020-08-01;77021;3152;2020
indoor;2020-08-01;77022;31500;2020
indoor;2020-08-01;77023;9883;2020
indoor;2020-08-01;77024;467036;2020
indoor;2020-08-01;77025;21625;2020
indoor;2020-08-01;77026;1391;2020
indoor;2020-08-01;77027;843516;2020
indoor;2020-08-01;77028;3601;2020
indoor;2020-08-01;77029;28632;2020
indoor;2020-08-01;77030;1035186;2020
indoor;2020-08-01;77031;17427;2020
indoor;2020-08-01;77032;26380;2020
indoor;2020-08-01;77033;0;2020
indoor;2020-08-01;77034;130037;2020
indoor;2020-08-01;77035;3258;2020
indoor;2020-08-01;77036;133316;2020
indoor;2020-08-01;77037;24064;2020
indoor;2020-08-01;77038;0;2020
indoor;2020-08-01;77039;818;2020
indoor;2020-08-01;77040;129393;2020
indoor;2020-08-01;77041;65025;2020
indoor;2020-08-01;77042;252506;2020
indoor;2020-08-01;77043;1790993;2020
indoor;2020-08-01;77044;10335;2020
indoor;2020-08-01;77045;1610;2020
indoor;2020-08-01;77046;3218;2020
indoor;2020-08-01;77047;14805;2020
indoor;2020-08-01;77048;50;2020
indoor;2020-08-01;77049;0;2020
indoor;2020-08-01;77050;0;2020
indoor;2020-08-01;77051;0;2020
indoor;2020-08-01;77053;790;2020
indoor;2020-08-01;77054;2647345;2020
indoor;2020-08-01;77055;90346;2020
indoor;2020-08-01;77056;575275;2020
indoor;2020-08-01;77057;388531;2020
indoor;2020-08-01;77058;404977;2020
indoor;2020-08-01;77059;30454;2020
indoor;2020-08-01;77060;31397;2020
indoor;2020-08-01;77061;12376;2020
indoor;2020-08-01;77062;26931;2020
indoor;2020-08-01;77063;117522;2020
indoor;2020-08-01;77064;61744;2020
indoor;2020-08-01;77065;445936;2020
indoor;2020-08-01;77066;56362;2020
indoor;2020-08-01;77067;7472;2020
indoor;2020-08-01;77068;251289;2020
indoor;2020-08-01;77069;18338;2020
indoor;2020-08-01;77070;368890;2020
indoor;2020-08-01;77071;26237;2020
indoor;2020-08-01;77072;20110;2020
indoor;2020-08-01;77073;31053;2020
indoor;2020-08-01;77074;117249;2020
indoor;2020-08-01;77075;10989;2020
indoor;2020-08-01;77076;1782;2020
indoor;2020-08-01;77077;99399;2020
indoor;2020-08-01;77078;5204;2020
indoor;2020-08-01;77079;183014;2020
indoor;2020-08-01;77080;45876;2020
indoor;2020-08-01;77081;61590;2020
indoor;2020-08-01;77082;205687;2020
indoor;2020-08-01;77083;39679;2020
indoor;2020-08-01;77084;906498;2020
indoor;2020-08-01;77085;108;2020
indoor;2020-08-01;77086;1928;2020
indoor;2020-08-01;77087;23013;2020
indoor;2020-08-01;77088;3150;2020
indoor;2020-08-01;77089;82084;2020
indoor;2020-08-01;77090;165669;2020
indoor;2020-08-01;77091;466;2020
indoor;2020-08-01;77092;93285;2020
indoor;2020-08-01;77093;2421;2020
indoor;2020-08-01;77094;17008;2020
indoor;2020-08-01;77095;199647;2020
indoor;2020-08-01;77096;83804;2020
indoor;2020-08-01;77098;53430;2020
indoor;2020-08-01;77099;840350;2020
indoor;2020-09-01;77002;504818;2020
indoor;2020-09-01;77003;75333;2020
indoor;2020-09-01;77004;77542;2020
indoor;2020-09-01;77005;1950898;2020
indoor;2020-09-01;77006;276113;2020
indoor;2020-09-01;77007;241527;2020
indoor;2020-09-01;77008;232640;2020
indoor;2020-09-01;77009;34312;2020
indoor;2020-09-01;77010;0;2020
indoor;2020-09-01;77011;0;2020
indoor;2020-09-01;77012;7711;2020
indoor;2020-09-01;77013;336;2020
indoor;2020-09-01;77014;62448;2020
indoor;2020-09-01;77015;43928;2020
indoor;2020-09-01;77016;3787;2020
indoor;2020-09-01;77017;9426;2020
indoor;2020-09-01;77018;73788;2020
indoor;2020-09-01;77019;444543;2020
indoor;2020-09-01;77020;151476;2020
indoor;2020-09-01;77021;3028;2020
indoor;2020-09-01;77022;40888;2020
indoor;2020-09-01;77023;10129;2020
indoor;2020-09-01;77024;639001;2020
indoor;2020-09-01;77025;18497;2020
indoor;2020-09-01;77026;1433;2020
indoor;2020-09-01;77027;684111;2020
indoor;2020-09-01;77028;1921;2020
indoor;2020-09-01;77029;36628;2020
indoor;2020-09-01;77030;1193265;2020
indoor;2020-09-01;77031;19043;2020
indoor;2020-09-01;77032;22830;2020
indoor;2020-09-01;77033;0;2020
indoor;2020-09-01;77034;145224;2020
indoor;2020-09-01;77035;3150;2020
indoor;2020-09-01;77036;142740;2020
indoor;2020-09-01;77037;25854;2020
indoor;2020-09-01;77038;0;2020
indoor;2020-09-01;77039;235;2020
indoor;2020-09-01;77040;169448;2020
indoor;2020-09-01;77041;80777;2020
indoor;2020-09-01;77042;217944;2020
indoor;2020-09-01;77043;3309412;2020
indoor;2020-09-01;77044;7269;2020
indoor;2020-09-01;77045;1580;2020
indoor;2020-09-01;77046;3555;2020
indoor;2020-09-01;77047;21684;2020
indoor;2020-09-01;77048;105;2020
indoor;2020-09-01;77049;0;2020
indoor;2020-09-01;77050;0;2020
indoor;2020-09-01;77051;0;2020
indoor;2020-09-01;77053;760;2020
indoor;2020-09-01;77054;14354020;2020
indoor;2020-09-01;77055;97066;2020
indoor;2020-09-01;77056;574725;2020
indoor;2020-09-01;77057;325313;2020
indoor;2020-09-01;77058;350109;2020
indoor;2020-09-01;77059;25712;2020
indoor;2020-09-01;77060;26420;2020
indoor;2020-09-01;77061;12840;2020
indoor;2020-09-01;77062;45502;2020
indoor;2020-09-01;77063;116609;2020
indoor;2020-09-01;77064;62633;2020
indoor;2020-09-01;77065;382718;2020
indoor;2020-09-01;77066;56900;2020
indoor;2020-09-01;77067;9774;2020
indoor;2020-09-01;77068;165201;2020
indoor;2020-09-01;77069;22667;2020
indoor;2020-09-01;77070;479590;2020
indoor;2020-09-01;77071;16970;2020
indoor;2020-09-01;77072;19662;2020
indoor;2020-09-01;77073;21642;2020
indoor;2020-09-01;77074;158854;2020
indoor;2020-09-01;77075;17054;2020
indoor;2020-09-01;77076;1892;2020
indoor;2020-09-01;77077;122349;2020
indoor;2020-09-01;77078;6881;2020
indoor;2020-09-01;77079;180678;2020
indoor;2020-09-01;77080;50834;2020
indoor;2020-09-01;77081;46602;2020
indoor;2020-09-01;77082;231570;2020
indoor;2020-09-01;77083;36407;2020
indoor;2020-09-01;77084;686208;2020
indoor;2020-09-01;77085;180;2020
indoor;2020-09-01;77086;2667;2020
indoor;2020-09-01;77087;25852;2020
indoor;2020-09-01;77088;4194;2020
indoor;2020-09-01;77089;78365;2020
indoor;2020-09-01;77090;200357;2020
indoor;2020-09-01;77091;83;2020
indoor;2020-09-01;77092;68940;2020
indoor;2020-09-01;77093;2406;2020
indoor;2020-09-01;77094;18590;2020
indoor;2020-09-01;77095;216791;2020
indoor;2020-09-01;77096;85124;2020
indoor;2020-09-01;77098;60593;2020
indoor;2020-09-01;77099;656354;2020
indoor;2020-10-01;77002;987276;2020
indoor;2020-10-01;77003;98687;2020
indoor;2020-10-01;77004;97511;2020
indoor;2020-10-01;77005;1356907;2020
indoor;2020-10-01;77006;316398;2020
indoor;2020-10-01;77007;291862;2020
indoor;2020-10-01;77008;275658;2020
indoor;2020-10-01;77009;43484;2020
indoor;2020-10-01;77010;0;2020
indoor;2020-10-01;77011;0;2020
indoor;2020-10-01;77012;8306;2020
indoor;2020-10-01;77013;204;2020
indoor;2020-10-01;77014;51106;2020
indoor;2020-10-01;77015;62517;2020
indoor;2020-10-01;77016;2970;2020
indoor;2020-10-01;77017;11989;2020
indoor;2020-10-01;77018;94239;2020
indoor;2020-10-01;77019;470985;2020
indoor;2020-10-01;77020;301645;2020
indoor;2020-10-01;77021;2332;2020
indoor;2020-10-01;77022;35132;2020
indoor;2020-10-01;77023;17292;2020
indoor;2020-10-01;77024;768596;2020
indoor;2020-10-01;77025;18678;2020
indoor;2020-10-01;77026;1814;2020
indoor;2020-10-01;77027;856998;2020
indoor;2020-10-01;77028;2007;2020
indoor;2020-10-01;77029;43824;2020
indoor;2020-10-01;77030;2070450;2020
indoor;2020-10-01;77031;20132;2020
indoor;2020-10-01;77032;36582;2020
indoor;2020-10-01;77033;0;2020
indoor;2020-10-01;77034;197108;2020
indoor;2020-10-01;77035;4484;2020
indoor;2020-10-01;77036;192212;2020
indoor;2020-10-01;77037;20328;2020
indoor;2020-10-01;77038;0;2020
indoor;2020-10-01;77039;1508;2020
indoor;2020-10-01;77040;118369;2020
indoor;2020-10-01;77041;87221;2020
indoor;2020-10-01;77042;211742;2020
indoor;2020-10-01;77043;4698041;2020
indoor;2020-10-01;77044;8097;2020
indoor;2020-10-01;77045;2448;2020
indoor;2020-10-01;77046;2975;2020
indoor;2020-10-01;77047;27263;2020
indoor;2020-10-01;77048;57;2020
indoor;2020-10-01;77049;0;2020
indoor;2020-10-01;77050;0;2020
indoor;2020-10-01;77051;0;2020
indoor;2020-10-01;77053;441;2020
indoor;2020-10-01;77054;12963075;2020
indoor;2020-10-01;77055;140204;2020
indoor;2020-10-01;77056;607553;2020
indoor;2020-10-01;77057;423881;2020
indoor;2020-10-01;77058;527067;2020
indoor;2020-10-01;77059;34771;2020
indoor;2020-10-01;77060;27810;2020
indoor;2020-10-01;77061;15990;2020
indoor;2020-10-01;77062;44569;2020
indoor;2020-10-01;77063;121683;2020
indoor;2020-10-01;77064;74946;2020
indoor;2020-10-01;77065;453500;2020
indoor;2020-10-01;77066;66763;2020
indoor;2020-10-01;77067;10374;2020
indoor;2020-10-01;77068;925253;2020
indoor;2020-10-01;77069;21194;2020
indoor;2020-10-01;77070;642699;2020
indoor;2020-10-01;77071;22551;2020
indoor;2020-10-01;77072;20506;2020
indoor;2020-10-01;77073;21128;2020
indoor;2020-10-01;77074;206884;2020
indoor;2020-10-01;77075;22729;2020
indoor;2020-10-01;77076;1202;2020
indoor;2020-10-01;77077;163159;2020
indoor;2020-10-01;77078;5920;2020
indoor;2020-10-01;77079;274865;2020
indoor;2020-10-01;77080;44559;2020
indoor;2020-10-01;77081;62037;2020
indoor;2020-10-01;77082;365599;2020
indoor;2020-10-01;77083;65503;2020
indoor;2020-10-01;77084;962569;2020
indoor;2020-10-01;77085;136;2020
indoor;2020-10-01;77086;5280;2020
indoor;2020-10-01;77087;27650;2020
indoor;2020-10-01;77088;6271;2020
indoor;2020-10-01;77089;99472;2020
indoor;2020-10-01;77090;257338;2020
indoor;2020-10-01;77091;336;2020
indoor;2020-10-01;77092;111646;2020
indoor;2020-10-01;77093;2999;2020
indoor;2020-10-01;77094;23279;2020
indoor;2020-10-01;77095;256296;2020
indoor;2020-10-01;77096;93983;2020
indoor;2020-10-01;77098;90027;2020
indoor;2020-10-01;77099;698350;2020
indoor;2020-11-01;77002;3338662;2020
indoor;2020-11-01;77003;72282;2020
indoor;2020-11-01;77004;71577;2020
indoor;2020-11-01;77005;885103;2020
indoor;2020-11-01;77006;275546;2020
indoor;2020-11-01;77007;212080;2020
indoor;2020-11-01;77008;210924;2020
indoor;2020-11-01;77009;33680;2020
indoor;2020-11-01;77010;0;2020
indoor;2020-11-01;77011;0;2020
indoor;2020-11-01;77012;4973;2020
indoor;2020-11-01;77013;306;2020
indoor;2020-11-01;77014;49405;2020
indoor;2020-11-01;77015;42948;2020
indoor;2020-11-01;77016;2309;2020
indoor;2020-11-01;77017;10351;2020
indoor;2020-11-01;77018;88255;2020
indoor;2020-11-01;77019;447822;2020
indoor;2020-11-01;77020;1657949;2020
indoor;2020-11-01;77021;2278;2020
indoor;2020-11-01;77022;21407;2020
indoor;2020-11-01;77023;10656;2020
indoor;2020-11-01;77024;566333;2020
indoor;2020-11-01;77025;18374;2020
indoor;2020-11-01;77026;1398;2020
indoor;2020-11-01;77027;636911;2020
indoor;2020-11-01;77028;2362;2020
indoor;2020-11-01;77029;37266;2020
indoor;2020-11-01;77030;1818417;2020
indoor;2020-11-01;77031;20166;2020
indoor;2020-11-01;77032;22498;2020
indoor;2020-11-01;77033;0;2020
indoor;2020-11-01;77034;117644;2020
indoor;2020-11-01;77035;1500;2020
indoor;2020-11-01;77036;157066;2020
indoor;2020-11-01;77037;15939;2020
indoor;2020-11-01;77038;0;2020
indoor;2020-11-01;77039;943;2020
indoor;2020-11-01;77040;92258;2020
indoor;2020-11-01;77041;85666;2020
indoor;2020-11-01;77042;158988;2020
indoor;2020-11-01;77043;3230742;2020
indoor;2020-11-01;77044;6677;2020
indoor;2020-11-01;77045;2608;2020
indoor;2020-11-01;77046;1826;2020
indoor;2020-11-01;77047;24276;2020
indoor;2020-11-01;77048;7;2020
indoor;2020-11-01;77049;0;2020
